,Word,Mouth,Body,Head,Shoulder,Eyegaze,Eyebrow,Eyelids,Hand
2759,vieng_tham,,,,,AD,RB,BB,"hamsymmpar,hamfist,hamthumbacrossmod,hamextfingeru,hambetween,hamextfingero,hampalmdl,hammoveur,hamsmallmod,hamarcu,hammoveur,hamsmallmod,hamarcu,hammoveur,hamsmallmod,hamarcu"
2760,viet_nam,viet_nam,,,,AD,RB,BB,"hamfinger23spread,hamthumbacrossmod,hamextfingerur,hampalml,hambetween,hampalmul,hamheadtop,hamlrat,hamparbegin,hamreplace,hamextfingerul,hampalmr,hammoved,hammoved,hamarcl,hamparend,hamparbegin,hamreplace,hamextfingeror,hampalml,hammoved,hammoved,hamarcr,hamparend"
2761,virtual,,,,,AD,RB,BB,"hamfinger2345,hamthumbacrossmod,hamthumb,hamfingerhookmod,hamindexfinger,hamfingerhookmod,hamringfinger,hamfingerhookmod,hampinky,hamfingerhookmod,hamextfingeril,hambetween,hamextfingerl,hampalmd,hamnose,hammovedo,hamparbegin,hamreplace,hamextfingero,hampalmd,hamparend"
2762,visit,,,,,AD,RB,BB,"hamsymmlr,hamfinger23spread,hamthumbacrossmod,hamextfingerul,hampalmdl,hamparbegin,hampalm,hamplus,hamhandback,hamparend,hamtouch,hamchest,hammovei"
2763,vo,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger23spread,hamthumbopenmod,hambetween,hamfist,hamthumbopenmod,hamextfingero,hampalmd,hamplus,hamfinger2345,hamthumboutmod,hambetween,hamflathand,hamfingerbendmod,hamextfingero,hampalmu,hamparend,hamparbegin,hamshouldertop,hamplus,hamchest,hamparend"
2764,vo,vo,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger23,hamthumbacrossmod,hamextfingerl,hampalmdl,hamplus,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalmu,hamparend,hamparbegin,hamfingermidjoint,hammiddlefinger,hamplus,hamfingerpad,hamindexfinger,hamparend,hamtouch,hamparbegin,hamparbegin,hammoveol,hamsmallmod,hammover,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hamparbegin,hamreplace,hamfinger23,hamthumbacrossmod,hamextfingerl,hampalmdl,hammovei,hamsmallmod,hammoved,hamsmallmod,hamparend,hamplus,hamreplace,hamextfingeru,hampalmu,hamparend"
2765,vo,vo,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfist,hamextfingeru,hampalml,hamplus,hamnondominant,hamparend,hamparbegin,hamparbegin,hammoveu,hammoveu,hammovel,hamsmallmod,hammovel,hamsmallmod,hammovel,hamsmallmod,hammover,hammovei,hammovei,hamparend,hamplus,hamnomotion,hamparend,hamreplace,hamceeall,hamthumbopenmod,hamparbegin,hamextfingerol,hampalmd,hamplus,hamextfingeror,hambetween,hamextfingero,hampalmu,hamparend,hamseqbegin,hamtouch,hampalm,hamseqend,hamlrat,hamchest,hamclose"
2766,vo_co,,,,,AD,RB,BB,"hamfinger23spread,hamthumbacrossmod,hamextfingeru,hampalmd,hamshoulders,hamlrat,hamreplace,hamceeall,hamthumboutmod,hamextfingeru,hampalml"
2767,voi,voi,,,,AD,RB,BB,"hamfist,hamthumboutmod,hamextfingero,hampalmd,hamshoulders,hamlrat,hamreplace,hampalmul"
2768,volunteer,,,,,AD,RB,BB,"hampinch12open,hamextfingeru,hampalmu,hambetween,hampalml,hamshoulders,hamlrat,hammoveo"
2769,vong_tron,vong_tron,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamextfingeru,hampalmd,hamseqbegin,hamtouch,hamfingertip,hamthumb,hamseqend,hamshoulders,hamparbegin,hamcircleu,hamreplace,hamextfingeru,hampalmu,hamparend"
2770,vui,vui,,,,AD,RB,BB,"hamsymmpar,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamear,hamlrbeside,hamclose,hamtwisting"
2771,vui_long,vui_long,,,,AD,RB,BB,"hamflathand,hamthumboutmod,hamextfingerul,hambetween,hamextfingeru,hampalmdl,hamunderchin,hammovedo,hamparbegin,hamreplace,hamfist,hamthumboutmod,hamchest,hamclose,hamparend"
2772,vuon,vuon,,,,AD,RB,BB,"hamsymmlr,hampinchall,hamfingerstraightmod,hambetween,hampinchall,hamextfingero,hampalmu,hamparbegin,hamparbegin,hammovel,hamreplace,hamextfingero,hampalmu,hammoveu,hamsmallmod,hamparend,hamplus,hammover,hamparend,hamparbegin,hammover,hamsmallmod,hamreplace,hampinchall,hambetween,hamfinger2345,hamthumbopenmod,hamparend,hamreplace,hampinchall,hamfingerstraightmod,hambetween,hampinchall,hamparbegin,hammover,hamsmallmod,hammover,hamsmallmod,hamreplace,hampinchall,hambetween,hamfinger2345,hamthumbopenmod,hamparend,hamreplace,hampinchall,hamfingerstraightmod,hambetween,hampinchall,hamparbegin,hammover,hamsmallmod,hammover,hamsmallmod,hamreplace,hampinchall,hambetween,hamfinger2345,hamthumbopenmod,hamparend"
2773,vuon_hoa,vuon_hoa,,,,AD,RB,BB,"hamsymmlr,hampinchall,hamextfingero,hampalmu,hamseqbegin,hamtouch,hampinkyside,hamseqend,hamchest,hamparbegin,hamreplace,hamceeall,hambetween,hamfinger2345,hamthumboutmod,hamextfingero,hampalmu,hammover,hamsmallmod,hamfast,hamparend,hamreplace,hampinchall,hamfast,hamparbegin,hamreplace,hamceeall,hambetween,hamfinger2345,hamthumboutmod,hamextfingero,hampalmu,hammover,hamsmallmod,hamfast,hamparend,hamreplace,hampinchall,hamfast,hamparbegin,hamreplace,hamceeall,hambetween,hamfinger2345,hamthumboutmod,hamextfingero,hampalmu,hammover,hamsmallmod,hamfast,hamparend,hamparbegin,hamparbegin,hamreplace,hampinchall,hamextfingero,hampalmu,hamparend,hamplus,hamparbegin,hamreplace,hamflathand,hamextfingerd,hampalmr,hammoved,hammoved,hammoved,hammovei,hammovei,hamparend,hamparend,hamparbegin,hamparbegin,hamreplace,hamfinger2345,hamthumboutmod,hambetween,hamfinger2345,hamthumbopenmod,hamextfingeruo,hampalmu,hammoveu,hamlargemod,hamparend,hamplus,hamnomotion,hamparend"
2774,vuot_len,,,,,AD,RB,BB,"hamsymmpar,hamfinger2,hamthumbacrossmod,hamextfingero,hampalmd,hamtouch,hamparbegin,hammoveo,hamplus,hamnomotion,hamparend"
2775,ấm,ấm,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumbacrossmod,hamparbegin,hamextfingerul,hampalml,hamplus,hamextfingerur,hambetween,hamextfingeri,hampalmdl,hamparend,hamparbegin,hamparbegin,hammoveul,hammoveul,hamsmallmod,hammovei,hamsmallmod,hammovei,hamsmallmod,hammovei,hammovel,hamsmallmod,hamparend,hamplus,hamparbegin,hammoveur,hammoveur,hamsmallmod,hammovei,hammovei,hamsmallmod,hammover,hamsmallmod,hamparend,hamparend"
2776,ẵm,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hambetween,hamflathand,hamfingerstraightmod,hamthumboutmod,hamextfingerl,hampalml,hamparbegin,hamshoulders,hamplus,hamchest,hamparend,hammoveu,hamsmallmod,hammoveu,hamsmallmod"
2777,ầm_ầm,,,,,AD,RB,BB,"hamceeall,hamextfingeru,hampalml,hamear,hamparbegin,hammover,hamfingerplay,hamparend,hamparbegin,hammovel,hamfingerplay,hamparend"
2778,ấm_đun_nước,ấm_đun_nước,,,,AD,RB,BB,"hamfist,hamthumboutmod,hamextfingero,hampalmd,hamshoulders,hamlrat,hamparbegin,hammovel,hamarcu,hamreplace,hamextfingero,hampalmdr,hambetween,hampalmr,hamparend,hamreplace,hamfinger2345,hamfingerbendmod,hamthumbacrossmod,hambetween,hamfist,hamextfingero,hampalmu,hamreplace,hamceeall,hamrepeatfromstart"
2779,ấm_trà,ấm_trà,,,,AD,RB,BB,"hamfist,hamthumboutmod,hamextfingero,hampalmd,hamshoulders,hamlrat,hamparbegin,hammovel,hamarcu,hamreplace,hamextfingero,hampalmdr,hambetween,hampalmr,hamparend"
2780,ẩm_ướt,ẩm_ướt,,,,AD,RB,BB,"hamceeall,hamextfingero,hampalmu,hamchest,hamlrat,hamreplace,hamfist,hamrepeatfromstart,hamreplace,hamfinger2345,hamfingerhookmod,hambetween,hamfinger2345,hamthumboutmod,hammover,hamsmallmod,hamfast,hammovel,hamsmallmod,hamfast,hamrepeatfromstart"
2781,ăn,ăn,,,,AD,RB,BB,"hamceeall,hamfingerstraightmod,hambetween,hamceeall,hamextfingeru,hampalmu,hamlips,hamseqbegin,hamclose,hamfingertip,hamindexfinger,hammiddlefinger,hamseqend,hammovei,hamsmallmod"
2782,ăn_cơm,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hampinchall,hamfingerstraightmod,hamplus,hamfinger2345,hamthumboutmod,hamfingerbendmod,hamparend,hamparbegin,hamextfingerul,hambetween,hamextfingeru,hampalmdl,hamplus,hamextfingerr,hampalmu,hamparend,hamparbegin,hamlips,hamclose,hamplus,hamchest,hamparend,hamreplace,hamparbegin,hamextfingerdl,hambetween,hamextfingeru,hampalmd,hamplus,hamnomotion,hamparend,hamparbegin,hamfingerpad,hammiddlefinger,hamtouch,hamplus,hampalm,hamparend,hamrepeatfromstart"
2783,an_ninh,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfist,hamthumbacrossmod,hamextfingero,hambetween,hamextfingeru,hampalmd,hamplus,hamflathand,hamextfingerr,hampalmd,hamparend,hamparbegin,hamhandback,hamplus,hampalm,hamtouch,hamparend,hamcircled"
2784,ăn_ở,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamextfingeru,hambetween,hamextfingerl,hampalmdl,hamplus,hamflathand,hamextfingerd,hampalmr,hamparend,hamparbegin,hamteeth,hamseqbegin,hamtouch,hamfingerpad,hamseqend,hamplus,hamlrat,hambelowstomach,hamparend,hamparbegin,hamnomotion,hamplus,hammovei,hammovei,hammoved,hammoved,hamparend,hamreplace,hamfist,hamthumboutmod,hamextfingerl,hambetween,hamextfingero,hampalmd,hamchest,hamseqbegin,hamtouch,hamfingertip,hamthumb,hamseqend,hammoveo"
2785,anh_cả,,,,,AD,RB,BB,"hamfinger23,hamextfingeru,hampalmu,hamchin,hamseqbegin,hamtouch,hamindexfinger,hammiddlefinger,hamseqend,hamreplace,hamfist,hamthumboutmod,hamextfingero,hampalml,hamshouldertop,hamlrat,hammoveu"
2786,anh_em_họ_hàng,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamextfingerl,hambetween,hamextfingero,hampalmd,hamplus,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamextfingero,hampalmd,hamparend,hamparbegin,hamchest,hamplus,hamlrat,hamshoulders,hamparend,hamparbegin,hamparbegin,hammover,hamsmallmod,hamarcu,hammoved,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hamparbegin,hammover,hamsmallmod,hamarcu,hammoved,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hamparbegin,hammover,hamsmallmod,hamarcu,hamparend,hamplus,hamnomotion,hamparend"
2787,anh_em_ruột,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamextfingerl,hambetween,hamextfingero,hampalmd,hamplus,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamextfingero,hampalmd,hamparend,hamparbegin,hamchest,hamlrat,hamplus,hamlrat,hamshoulders,hamparend,hamparbegin,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hamextfingerdl,hambetween,hamextfingerl,hampalml,hambelowstomach,hamseqbegin,hamtouch,hamfingertip,hamseqend,hamparbegin,hamcirclei,hamsmallmod,hamcirclei,hamsmallmod,hamparend,hamrepeatfromstart,hamparend,hamplus,hamparbegin,hamreplace,hamflathand,hamextfingerd,hampalmr,hamlrat,hambelowstomach,hamparend,hamparend,hamparbegin,hamnomotion,hamplus,hamparbegin,hammovei,hammovei,hammoved,hammoved,hamparend,hamparend"
2788,anh_hùng,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger2,hamthumbacrossmod,hambetween,hamfinger2,hamthumbacrossmod,hamdoublehooked,hamextfingerul,hampalmd,hamplus,hamnondominant,hamextfingerd,hampalmr,hamparend,hamparbegin,hamshoulders,hamplus,hamlrat,hambelowstomach,hamparend,hamparbegin,hammovel,hamsmallmod,hamarcu,hammovel,hamsmallmod,hamarcu,hamsmallmod,hamplus,hamparbegin,hammoved,hammoved,hammovei,hammovei,hamparend,hamparend,hamparbegin,hamreplace,hamfist,hamthumbacrossmod,hamextfingeru,hambetween,hamextfingero,hampalml,hamchest,hamparend,hammoved,hamsmallmod"
2789,anh_hùng_dân_tộc,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumbacrossmod,hamextfingero,hampalml,hammoved,hamparbegin,hamreplace,hamfinger23,hamthumbacrossmod,hamextfingeru,hambetween,hamextfingerl,hampalml,hamplus,hamreplace,hamnondominant,hamextfingerd,hampalmr,hamparend,hamparbegin,hamreplace,hamfinger23,hamthumbacrossmod,hamextfingeru,hambetween,hamextfingerl,hampalml,hamplus,hamreplace,hamflathand,hamextfingerd,hampalmr,hamparend,hamparbegin,hamshoulders,hamplus,hamlrat,hambelowstomach,hamparend,hamparbegin,hamparbegin,hammovei,hammovei,hamsmallmod,hamparend,hamplus,hamparbegin,hammovei,hammovei,hammoved,hammoved,hamparend,hamparend"
2790,ánh_nắng,,,,,AD,RB,BB,"hampinchall,hamextfingeru,hampalml,hamhead,hamlrat,hamparbegin,hamreplace,hamfinger2345,hamthumbopenmod,hambetween,hampinchall,hammovel,hamsmallmod,hamparend"
2791,anh_rể,,,,,AD,RB,BB,"hamfinger23,hamextfingeru,hampalmu,hamchin,hamseqbegin,hamtouch,hamindexfinger,hammiddlefinger,hamseqend,hamreplace,hamfinger23,hamthumbacrossmod,hamextfingeru,hampalmd,hamshoulders,hamlrat,hamseqbegin,hamtouch,hamindexfinger,hammiddlefinger,hamseqend"
2792,ánh_sáng,,,,,AD,RB,BB,"hampinchall,hamextfingeru,hambetween,hamextfingerl,hampalmd,hamshouldertop,hamlrat,hamclose,hamparbegin,hamreplace,hamfinger2345,hamthumboutmod,hamextfingeru,hambetween,hamextfingerl,hampalmdr,hammovel,hamparend"
2793,ao_ba_lo,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamcee12,hamextfingerul,hambetween,hamextfingerl,hampalml,hamplus,hamnondominant,hamparend,hamparbegin,hamshoulders,hamlrat,hamclose,hamplus,hamlrat,hamstomach,hamparend,hamparbegin,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hammovei,hammovel,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hammoveo,hamsmallmod,hamplus,hamnomotion,hamparend,hamreplace,hamflathand,hamthumboutmod,hamfingerstraightmod,hamextfingerl,hambetween,hamextfingerul,hampalml,hamneck,hamlrat,hamseqbegin,hamtouch,hamfingertip,hamseqend,hamreplace,hamnondominant,hammoved,hamchest,hamlrat,hamseqbegin,hamtouch,hamfingertip,hamseqend,hammover,hamsmallmod"
2794,ao_comple,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamcee12,hamextfingerul,hambetween,hamextfingerl,hampalml,hamplus,hamnondominant,hamparend,hamparbegin,hamshoulders,hamlrat,hamclose,hamplus,hamlrat,hamstomach,hamparend,hamparbegin,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hammovei,hamsmallmod,hammovei,hamsmallmod,hammoved,hamsmallmod,hammovel,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hammoveo,hamsmallmod,hamplus,hamnomotion,hamparend,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeril,hambetween,hamextfingeru,hampalmdr,hamneck,hamlrat,hamseqbegin,hamtouch,hamfingertip,hamindexfinger,hamseqend,hammoved,hamwavy"
2795,ao_dai,,,,,AD,RB,BB,"hamcee12,hamextfingerul,hambetween,hamextfingerl,hampalml,hamshoulders,hamlrat,hamclose,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hammovei,hammovel,hamsmallmod,hamparend,hammoveo,hamsmallmod,hamreplace,hamfinger2345,hamthumboutmod,hamextfingerul,hampalml,hamparbegin,hamreplace,hamflathand,hamthumbopenmod,hamextfingerd,hampalml,hammoved,hamlargemod,hammoved,hammoved,hammover,hamsmallmod,hamparend"
2796,ao_dai_tay,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshouldertop,hambetween,hamearlobe,hamlrbeside,hamtwisting"
2797,ao_dam,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshouldertop,hambetween,hamearlobe,hamlrbeside,hamtwisting"
2798,ao_gio,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshouldertop,hambetween,hamearlobe,hamlrbeside,hamtwisting"
2799,ao_lanh,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshouldertop,hambetween,hamearlobe,hamlrbeside,hamtwisting"
2800,ao_len,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamcee12,hamextfingerul,hambetween,hamextfingerl,hampalml,hamplus,hamnondominant,hamparend,hamparbegin,hamshoulders,hamlrat,hamclose,hamplus,hamlrat,hamstomach,hamparend,hamparbegin,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hammovei,hammovel,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hammoveo,hamsmallmod,hamplus,hamnomotion,hamparend,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingerul,hambetween,hamextfingerl,hampalmd,hamseqbegin,hamtouch,hamfingermidjoint,hamindexfinger,hamseqend,hamneck,hamclose,hamreplace,hamextfingerol,hambetween,hamextfingerul,hamrepeatfromstart"
2801,ao_ngan_tay,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshouldertop,hambetween,hamearlobe,hamlrbeside,hamtwisting"
2802,ao_phong,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamcee12,hamextfingerul,hambetween,hamextfingerl,hampalml,hamplus,hamnondominant,hamparend,hamparbegin,hamshoulders,hamlrat,hamclose,hamplus,hamlrat,hamstomach,hamparend,hamparbegin,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hammovei,hammovel,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hammoveo,hamsmallmod,hamplus,hamnomotion,hamparend,hamparbegin,hamparbegin,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeril,hampalmdr,hammovel,hamsmallmod,hammovel,hamsmallmod,hammovei,hamsmallmod,hammoveu,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hammover,hamlargemod,hamarcd,hamplus,hamnomotion,hamparend"
2803,ao_so_mi,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamcee12,hamextfingerul,hambetween,hamextfingerl,hampalml,hamplus,hamnondominant,hamparend,hamparbegin,hamshoulders,hamlrat,hamclose,hamplus,hamlrat,hamstomach,hamparend,hamparbegin,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hammovei,hammovel,hamsmallmod,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hammoveo,hamsmallmod,hamplus,hamnomotion,hamparend,hamreplace,hamfinger2,hamthumboutmod,hambetween,hamfinger2,hamthumbopenmod,hamindexfinger,hamfingerstraightmod,hamextfingerul,hampalml,hamneck,hamseqbegin,hamtouch,hamfingertip,hamindexfinger,hamseqend,hamparbegin,hamreplace,hampinch12,hamfingerstraightmod,hammoveo,hammover,hamsmallmod,hamparend"
2804,ao_thun,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshouldertop,hambetween,hamearlobe,hamlrbeside,hamtwisting"
2805,ao_veston,,,,,AD,RB,BB,"hamsymmlr,hamfinger2345,hamthumboutmod,hamextfingeru,hampalmd,hamshouldertop,hambetween,hamearlobe,hamlrbeside,hamtwisting"
2806,ba,,,,,AD,RB,BB,"hamcee12,hamextfingerol,hampalmul,hamnose,hamreplace,hamcee12,hamextfingerol,hampalmul,hamteeth"
2807,ba_la,,,,,AD,RB,BB,"hamparbegin,hamfinger2,hamthumbacrossmod,hamextfingerul,hampalmdr,hamplus,hamfinger2345,hamthumbacrossmod,hampinky,hamdoublebent,hamextfingerur,hampalmdr,hamparend,hamparbegin,hamringfinger,hamplus,hamindexfinger,hamparend,hamtouch,hamlrat,hamshoulders,hamclose"
2808,ba_lo,,,,,AD,RB,BB,"hamsymmlr,hamfist,hamthumboutmod,hamfingerbendmod,hamparbegin,hamextfingerl,hampalml,hamplus,hamextfingerr,hampalmr,hamparend,hamclose,hamparbegin,hammoveu,hamsmallmod,hammoveu,hamsmallmod,hammoveu,hamsmallmod,hamreplace,hamextfingerl,hampalml,hammovei,hammovei,hamsmallmod,hamparend,hammoved"
2809,ba_ngoai,,,,,AD,RB,BB,"hamcee12,hamextfingerol,hampalmul,hamnose,hamreplace,hamcee12,hamextfingerol,hampalmul,hamteeth,hamreplace,hamfist,hamindexfinger,hamfingerstraightmod,hammiddlefinger,hamfingerstraightmod,hamextfingero,hambetween,hamextfingeru,hampalmd,hamchest,hamlrat"
2810,ba_noi,,,,,AD,RB,BB,"hamcee12,hamextfingerol,hampalmul,hamnose,hamreplace,hamcee12,hamextfingerol,hampalmul,hamteeth,hamreplace,hamfist,hamindexfinger,hamfingerstraightmod,hammiddlefinger,hamfingerstraightmod,hamextfingero,hampalmd,hamchest,hamlrat"
2811,bac,,,,,AD,RB,BB,"hampinchall,hamfingerstraightmod,hamextfingeru,hampalmu,hamunderchin,hamreplace,hamflathand,hamthumbacrossmod,hamextfingeru,hampalmd,hamshoulders,hamlrat"
2812,bac,,,,,AD,RB,BB,"hamflathand,hamthumbacrossmod,hamextfingeru,hampalmd"
2813,bac,,,,,AD,RB,BB,"hamparbegin,hamflathand,hamthumbacrossmod,hamextfingeru,hampalml,hamplus,hamflathand,hamextfingero,hampalmu,hamparend,hamparbegin,hamwristback,hamplus,hamwristback,hamparend,hamtouch,hamchest,hamclose,hammoveo"
2814,bac_gai,,,,,AD,RB,BB,"hampinch12,hamextfingeru,hampalml,hamearlobe,hamreplace,hamflathand,hamthumbacrossmod,hamextfingeru,hampalmd,hamshoulders,hamlrbeside"
2815,bac_ho,,,,,AD,RB,BB,"hamceeall,hamextfingerl,hampalml,hambetween,hampalmu,hamchin,hammoved,hamsmallmod,hamrepeatfromstart"
2816,bac_mau,,,,,AD,RB,BB,"hamsymmpar,hamflathand,hambetween,hamflathand,hamfingerstraightmod,hamparbegin,hamextfingerl,hambetween,hamextfingero,hampalmd,hamplus,hamextfingerr,hampalmd,hamparend,hamparbegin,hamhandback,hamplus,hampalm,hamtouch,hamparend,hamparbegin,hamparbegin,hammoveo,hammover,hamparend,hamplus,hamnomotion,hamparend,hamparbegin,hamreplace,hamextfingerl,hammoveu,hamplus,hamnomotion,hamparend,hamparbegin,hamhandback,hamplus,hampalm,hamclose,hamparend,hamparbegin,hammoved,hamsmallmod,hamplus,hamnomotion,hamparend,hamrepeatfromstart"
2817,bac_si,,,,,AD,RB,BB,"hamfist,hamthumboutmod,hamextfingerl,hampalml,hamchest,hamparbegin,hammovel,hamsmallmod,hammovei,hammovei,hamsmallmod,hamparend,hammover,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalml,hamforehead,hamclose,hamparbegin,hammoveu,hamsmallmod,hammovei,hamsmallmod,hamparend,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingerl,hampalmd,hamforehead,hamclose,hamparbegin,hammovel,hamsmallmod,hammovei,hamsmallmod,hamparend"
2818,bac_si,,,,,AD,RB,BB,"hamfist,hamthumboutmod,hamextfingerl,hampalml,hamchest,hamparbegin,hammovel,hamsmallmod,hammovei,hammovei,hamsmallmod,hamparend,hammover,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingeru,hampalml,hamforehead,hamclose,hamparbegin,hammoveu,hamsmallmod,hammovei,hamsmallmod,hamparend,hamreplace,hamfinger2,hamthumbacrossmod,hamextfingerl,hampalmd,hamforehead,hamclose,hamparbegin,hammovel,hamsmallmod,hammovei,hamsmallmod,hamparend"
2819,bac_trai,,,,,AD,RB,BB,"hamflathand,hamthumboutmod,hamextfingerul,hambetween,hamextfingeru,hampalml,hamnose,hambetween,hamchest,hamlrat,hamtouch,hamreplace,hamflathand,hamthumbacrossmod,hamextfingeru,hampalmd,hamshoulders,hamlrbeside"
2820,bai_bien,,,,,AD,RB,BB,"hamsymmpar,hamparbegin,hamfinger2345,hamthumboutmod,hamextfingero,hampalmd,hamplus,hamflathand,hamextfingerr,hampalmd,hamparend,hamparbegin,hamchest,hamplus,hamchest,hamparend,hamparbegin,hamparbegin,hammovel,hammoved,hamsmallmod,hammovel,hammovei,hamparend,hamplus,hamparbegin,hammover,hammover,hammovei,hamsmallmod,hammovei,hammoveuo,hammoved,hamsmallmod,hammoved,hamparend,hamparend,hamparbegin,hamparbegin,hamcircled,hamclocku,hamclockd,hamfingerplay,hamparend,hamplus,hamnomotion,hamparend"
2821,bai_thi,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamthumboutmod,hamparbegin,hamextfingero,hambetween,hamextfingerd,hampalmd,hamplus,hamextfingero,hampalmu,hamparend,hamfingerpad,hammiddlefinger,hamtouch,hamparbegin,hamreplace,hamfist,hamthumboutmod,hamextfingerl,hambetween,hamextfingero,hampalml,hammover,hamparend,hamparbegin,hammoved,hamplus,hammoveu,hamparend,hamrepeatfromstart"
2822,ban,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hamextfingero,hampalmd,hamtouch,hamchest,hamparbegin,hammover,hamplus,hammovel,hamparend"
2823,ban,,,,,AD,RB,BB,"hamflathand,hamextfingerl,hampalmd,hamunderchin,hamseqbegin,hamtouch,hamhandback,hamseqend,hamfingerplay"
2824,ban,,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingero,hampalmd,hambetween,hampalmdl,hamshoulders"
2825,ban_be,,,,,AD,RB,BB,"hamsymmlr,hamflathand,hambetween,hamflathand,hamfingerbendmod,hamextfingerl,hambetween,hamextfingerdl,hampalml,hamparbegin,hamindexfinger,hamplus,hampalm,hamparend,hamtouch"
2826,ban_bi,,,,,AD,RB,BB,"hampinch12open,hamfingerstraightmod,hammiddlefinger,hamextfingero,hampalmu,hamreplace,hamfinger2345,hambetween,hamflathand,hamrepeatfromstart"
2827,ban_chai_danh_rang,,,,,AD,RB,BB,"hamfinger2,hamthumbacrossmod,hamextfingerl,hampalml,hamteeth,hamlrat,hamclose,hammovel,hamsmallmod,hammover,hamsmallmod,hammovel,hamsmallmod,hammover,hamsmallmod"
2828,ban_chan,,,,,AD,RB,BB,"hamsymmlr,hamparbegin,hamfinger2,hamthumbacrossmod,hamextfingerl,hampalmul,hamplus,hamfinger23spread,hamthumbacrossmod,hamextfingerd,hampalmd,hamparend,hamparbegin,hamchest,hamlrat,hamplus,hamlrat,hamshoulders,hamparend,hamreplace,hamnondominant,hamparbegin,hammovel,hamplus,hamnomotion,hamparend,hamparbegin,hamfingertip,hamindexfinger,hamplus,hamfingerpad,hamindexfinger,hamparend,hamtouch"
